bookTitle,authorName,average_rating,num_ratings,genres
"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,3.89,"582,850",Graphic Novel
"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,4.29,"111,947",Self-Help
Martin Eden,Jack London,4.47,"43,271",Fiction
The Dharma Bums,Jack Kerouac,3.93,"94,709",Fiction
Three Comrades,Erich Maria Remarque,4.48,"34,733",Biography
"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,4.61,"380,464",Horror
"Tiger's Voyage (The Tiger Saga, #3)",Colleen Houck,4.27,"36,809",Mystery
"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,4.2,"179,882",Poetry
Bird by Bird,Anne Lamott,4.24,"101,695",Romance
Crash,J.G. Ballard,3.59,"25,827",Fiction
The Prime of Miss Jean Brodie,Muriel Spark,3.71,"54,909",Poetry
"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,3.88,"128,527",Adventure
"Pawn of Prophecy (The Belgariad, #1)",David Eddings,4.16,"106,108",Nonfiction
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.36,"880,403",Fiction
"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,4.26,"209,026",Philosophy
Pope Joan,Donna Woolfolk Cross,4.09,"71,577",Romance
Pachinko,Min Jin Lee,4.33,"474,348",Biography
The Eyes of the Dragon,Stephen King,3.94,"129,664",Fiction
Centennial,James A. Michener,4.25,"43,212",Romance
"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,4.62,"246,872",Mystery
"All Things Bright and Beautiful (All Creatures Great and Small, #3-4)",James Herriot,4.34,"79,385",Historical
Pedro Páramo,Juan Rulfo,4.05,"70,908",Poetry
A Good Man Is Hard to Find and Other Stories,Flannery O'Connor,4.17,"45,933",Romance
The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,4.29,"73,654",Fiction
"My Brilliant Friend (The Neapolitan Novels, #1)",Elena Ferrante,4.04,"334,608",Historical
Salt to the Sea,Ruta Sepetys,4.36,"212,922",Self-Help
"The Dead Girls' Dance (The Morganville Vampires, #2)",Rachel Caine,4.04,"58,552",Graphic Novel
"The Surgeon (Rizzoli & Isles, #1)",Tess Gerritsen,4.1,"162,139",Historical
"Burned (Burned, #1)",Ellen Hopkins,4.25,"66,700",Self-Help
The New York Trilogy (New York Trilogy #1-3),Paul Auster,3.87,"74,944",Poetry
Contact,Carl Sagan,4.15,"142,957",Mystery
"Impulse (Impulse, #1)",Ellen Hopkins,4.26,"78,777",Romance
The Raven,Edgar Allan Poe,4.29,"146,975",Young Adult
"Legendary (Caraval, #2)",Stephanie Garber,4.16,"259,780",Historical
The Storyteller,Jodi Picoult,4.3,"228,633",Thriller
The Painted Bird,Jerzy Kosiński,3.91,"26,486",Thriller
"A Voice in the Wind (Mark of the Lion, #1)",Francine Rivers,4.57,"95,235",Horror
Killing Floor (Jack Reacher #1),Lee Child,4.08,"319,542",Young Adult
Survival in Auschwitz,Primo Levi,4.33,"75,387",Thriller
"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,3.9,"210,833",Nonfiction
"The Rosie Project (Don Tillman, #1)",Graeme Simsion,4.02,"557,401",Science Fiction
The Traitor's Emblem,Juan Gómez-Jurado,3.85,"3,775",Nonfiction
"Beartown (Beartown, #1)",Fredrik Backman,4.29,"442,626",Philosophy
The Book of Negroes,Lawrence Hill,4.46,"86,912",Mystery
Unparalleled,D.S.   Smith,4.13,"4,802",Thriller
"Among the Hidden (Shadow Children, #1)",Margaret Peterson Haddix,3.99,"125,254",Graphic Novel
Piranesi,Susanna Clarke,4.23,"284,184",Romance
Lullaby,Chuck Palahniuk,3.74,"99,125",Thriller
"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,4.3,"938,686",Horror
Girl in Pieces,Kathleen Glasgow,3.98,"190,244",Nonfiction
"Hunt the Stars (Starlight's Shadow, #1)",Jessie Mihalik,4.03,"9,917",Historical
"The Blue Sword (Damar, #1)",Robin McKinley,4.21,"60,963",Fiction
The Mayor of Casterbridge,Thomas Hardy,3.86,"62,534",Nonfiction
"Real (Real, #1)",Katy Evans,4.12,"112,728",Fantasy
"Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs, #1)",Judi Barrett,4.18,"139,963",Young Adult
"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,4.05,"121,830",Philosophy
Wintergirls,Laurie Halse Anderson,3.96,"120,862",Adventure
Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal,4.25,"6,431",Young Adult
"Need (Need, #1)",Carrie Jones,3.72,"63,449",Young Adult
The Awakening: Fate in Motion,Suzanne Boisvert,4.22,"1,096",Romance
U.S. Constitution (Saddlewire) (Books of American Wisdom),Founding Fathers,4.51,"26,924",Historical
As You Like It,William Shakespeare,3.81,"83,473",Romance
The Scorpio Races,Maggie Stiefvater,4.09,"109,524",Fiction
"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,4.42,"161,097",Romance
The Light Between Oceans,M.L. Stedman,4.04,"458,729",Self-Help
"Gabriel's Rapture (Gabriel's Inferno, #2)",Sylvain Reynard,4.2,"114,558",Fantasy
"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",Elizabeth Chandler,4.08,"26,865",Biography
"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,4.18,"96,482",Philosophy
Even Cowgirls Get the Blues,Tom Robbins,3.78,"54,893",Historical
The Invisible Man,H.G. Wells,3.64,"194,173",Young Adult
Born a Crime: Stories From a South African Childhood,Trevor Noah,4.49,"696,500",Fantasy
"The Cheat Code (Wisdom Revolution, #3)",Misba,4.58,"2,592",Biography
Midwives,Chris Bohjalian,3.99,"159,850",Historical
"The Manufactured Identity (Manufactured Identity, #1)",Heath Sommer,3.54,435,Fantasy
The Casual Vacancy,J.K. Rowling,3.3,"329,122",Graphic Novel
"Wallbanger (Cocktail, #1)",Alice Clayton,3.99,"207,820",Graphic Novel
"A Storm of Swords 2: Blood and Gold (A Song of Ice and Fire, #3, Part 2 of 2)",George R.R. Martin,4.55,"97,148",Poetry
Americanah,Chimamanda Ngozi Adichie,4.32,"372,058",Self-Help
"Executive Orders (Jack Ryan, #8)",Tom Clancy,4.11,"50,862",Young Adult
The Third Policeman,Flann O'Brien,3.98,"20,456",Philosophy
"Renegades (Renegades, #1)",Marissa Meyer,4.13,"142,515",Nonfiction
"Crossed (Matched, #2)",Ally Condie,3.52,"246,406",Thriller
"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,4.26,"199,218",Historical
"Gabriel's Ghost (Dock Five Universe, #1)",Linnea Sinclair,3.72,"4,411",Horror
American Pastoral,Philip Roth,3.94,"80,232",Horror
Daughter of Fortune,Isabel Allende,3.93,"132,017",Nonfiction
"Diplomats & Admirals: From Failed Negotiations and Tragic Misjudgments to Powerful Leaders and Heroic Deeds, the Untold Story of the Pacific War from Pearl Harbor to Midway",Dale A. Jenkins,4.3,"5,496",Thriller
"The Asset (Lance Spector, #1)",Saul Herzog,4.29,"9,974",Historical
Narcissus and Goldmund,Hermann Hesse,4.22,"62,923",Romance
The Forgotten Palace,Alexandra Walsh,4.19,"2,532",Adventure
"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,4.29,"67,020",Graphic Novel
"Take Command: Find Your Inner Strength, Build Enduring Relationships, and Live the Life You Want (Dale Carnegie Books)",Joe   Hart,4.26,"6,966",Fiction
The Brothers K,David James Duncan,4.39,"15,932",Graphic Novel
Silent Spring,Rachel Carson,4.03,"48,192",Adventure
The Starless Sea,Erin Morgenstern,3.86,"204,439",Science Fiction
Dark Matter,Blake Crouch,4.13,"505,950",Horror
Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.34,"159,456",Poetry
Everything I Never Told You,Celeste Ng,3.84,"551,905",Science Fiction
"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,4.18,"85,401",Historical
"The Opportunist (Love Me with Lies, #1)",Tarryn Fisher,4.19,"53,062",Romance
Les Liaisons dangereuses,Pierre Choderlos de Laclos,4.06,"53,444",Historical
"Entwined with You (Crossfire, #3)",Sylvia Day,4.18,"209,949",Romance
"Shadow of Night (All Souls, #2)",Deborah Harkness,4.08,"241,840",Young Adult
Babel,R.F. Kuang,4.2,"224,633",Self-Help
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,3.99,"89,482",Mystery
"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,4.3,"125,584",Mystery
"The Crystal Cave (Arthurian Saga, #1)",Mary  Stewart,4.13,"46,287",Graphic Novel
Radio Silence,Alice Oseman,4.19,"110,719",Fiction
The Pandarus File,Kyle Keyes,4.31,"6,615",Fiction
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.42,"3,034,593",Romance
"Vampire Academy Collection (Vampire Academy, #1-3)",Richelle Mead,4.61,"34,041",Historical
Hidden Pictures,Jason Rekulak,4.15,"257,145",Biography
"Off the Grid (Joe Pickett, #16)",C.J. Box,4.29,"19,922",Horror
"Thinking, Fast and Slow",Daniel Kahneman,4.18,"500,362",Fiction
Marry Christmas,Linda Phillips,4.35,"1,085",Philosophy
Dear Barack: The Extraordinary Partnership of Barack Obama and Angela Merkel,Claudia   Clark,4.28,"5,915",Historical
"North and South (North and South, #1)",John Jakes,4.2,"61,164",Historical
The Power and the Glory,Graham Greene,3.98,"39,619",Self-Help
"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,4.03,"44,649",Self-Help
Honor and Polygamy,Omar Farhad,4.25,160,Nonfiction
"The Heir (The Selection, #4)",Kiera Cass,3.64,"356,674",Mystery
Hunger,Knut Hamsun,4.05,"56,179",Self-Help
"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,4.17,"393,419",Horror
"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,4.09,"137,350",Nonfiction
Uprooted,Naomi Novik,4.04,"238,206",Self-Help
"The Sum of All Fears (Jack Ryan, #6)",Tom Clancy,4.06,"62,698",Young Adult
"Complicate Me (The Good Ol' Boys, #1)",M.  Robinson,4.01,"10,641",Science Fiction
"Doctor Sleep (The Shining, #2)",Stephen King,4.13,"262,506",Science Fiction
Steve Jobs,Walter Isaacson,4.16,"1,249,400",Horror
The Ball at Versailles,Danielle Steel,4.11,"7,714",Poetry
The Heart Is a Lonely Hunter,Carson McCullers,3.99,"110,456",Adventure
"Eragon, Eldest & Brisingr (Inheritance, #1-3)",Christopher Paolini,4.26,"35,973",Young Adult
Women,Charles Bukowski,3.82,"78,600",Biography
"The Lady of the Tower (The Lydiard Chronicles, #1)",Elizabeth St. John,4.18,"1,711",Poetry
"The Painter's Apprentice (Venetian Artisans, #1)",Laura Morelli,4.02,952,Historical
The Mayor of Maxwell Street,Avery Cunningham,3.56,"3,546",Poetry
"Warm Bodies (Warm Bodies, #1)",Isaac Marion,3.91,"106,250",Adventure
Yertle the Turtle and Other Stories,Dr. Seuss,4.15,"35,155",Mystery
Adhaata Asao's Liege,Afroz  Alam,4.56,175,Graphic Novel
Ghost Story,Peter Straub,3.93,"78,565",Mystery
"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,4.03,"60,068",Nonfiction
"Four: A Divergent Story Collection (Divergent, #0.1-0.4)",Veronica Roth,3.96,"228,394",Biography
"The Alaska Job (Case Lee, #12)",Vince Milam,4.48,"1,558",Fantasy
"Lost Identity (Remmich/Miller, #1)",Karl Braungart,4.28,"5,939",Mystery
A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.05,"41,151",Science Fiction
"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,4.31,"270,000",Fiction
"A Suitable Boy (A Bridge of Leaves, #1)",Vikram Seth,4.12,"48,195",Philosophy
Twenty Years Later,Charlie Donlea,4.23,"103,081",Nonfiction
The Hating Game,Sally  Thorne,3.9,"717,062",Biography
"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,4.29,"121,519",Young Adult
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,4.06,"176,603",Thriller
"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,3.9,"164,235",Nonfiction
"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Robert C. O'Brien,4.16,"178,812",Biography
"The Eight (The Eight, #1)",Katherine Neville,3.92,"42,968",Fiction
Richard III,William Shakespeare,3.91,"53,931",Fantasy
"Quantum Roots (Quantum Roots, #1)",Kyle Keyes,4.27,"3,184",Young Adult
The Beach,Alex Garland,3.97,"87,695",Poetry
"Kiss the Girls (Alex Cross, #2)",James Patterson,3.99,"338,201",Historical
"Magic Bleeds (Kate Daniels, #4)",Ilona Andrews,4.44,"84,243",Adventure
"The Oldest Dance (Wisdom Revolution, #2)",Misba,4.56,"8,901",Poetry
"Fang (Maximum Ride, #6)",James Patterson,4.05,"61,629",Poetry
"Masquerade (Blue Bloods, #2)",Melissa de la Cruz,3.91,"91,006",Romance
"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,4.31,"128,658",Self-Help
"The Young Elites (The Young Elites, #1)",Marie Lu,3.87,"136,168",Young Adult
Grendel,John Gardner,3.69,"39,186",Adventure
"Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver,4.05,"110,352",Graphic Novel
"The High Lord (Black Magician Trilogy, #3)",Trudi Canavan,4.14,"59,561",Fantasy
"The Raven and the Nine (The Viking Blood and Blade Saga, #6)",Peter  Gibbons,4.47,"1,148",Horror
"Die for Me (Revenants, #1)",Amy Plum,3.98,"55,262",Historical
The Sunne in Splendour,Sharon Kay Penman,4.4,"21,904",Thriller
"The High Auction (Wisdom Revolution, #1)",Misba,4.58,"10,212",Nonfiction
"Angels' Blood (Guild Hunter, #1)",Nalini Singh,4.08,"92,510",Self-Help
The Language of Flowers,Vanessa Diffenbaugh,4.09,"222,037",Self-Help
"A Lady's Guide to Fortune-Hunting (A Lady's Guide, #1)",Sophie Irwin,3.92,"35,406",Biography
"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,3.95,"84,625",Young Adult
The Whalebone Theatre,Joanna   Quinn,4.07,"25,316",Biography
"Bone Crossed (Mercy Thompson, #4)",Patricia Briggs,4.34,"110,229",Self-Help
The Romantic,William  Boyd,4.16,"6,319",Philosophy
A Fire Upon the Deep,Vernor Vinge,4.14,"61,396",Thriller
"Tomorrow, When the War Began (Tomorrow, #1)",John Marsden,4.04,"56,431",Fiction
Insomnia,Stephen King,3.83,"156,577",Self-Help
Out of Africa,Isak Dinesen,3.92,"44,022",Romance
"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,4.02,"376,497",Horror
"Night World, No. 3 (Night World, #7-9)",L.J. Smith,4.2,"65,607",Adventure
"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Dave Pelzer,4.22,"13,774",Thriller
"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,4.5,"465,725",Nonfiction
For the Love of Armin,Michael G. Kramer,4.3,"1,133",Science Fiction
Sons and Lovers,D.H. Lawrence,3.64,"53,213",Thriller
Seasonable Doubt,Robin      James,4.42,"1,680",Horror
"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1)",Kirsty Moseley,3.85,"76,462",Nonfiction
Inside Out & Back Again,Thanhhà Lại,4.12,"61,642",Adventure
"Bully (Fall Away, #1)",Penelope Douglas,3.88,"197,668",Adventure
"The Emperor (The Emperor, the Son and the Thief, #1)",Robert         Reid,4.3,"5,012",Romance
Love and Other Words,Christina Lauren,4.27,"574,831",Horror
The Namatjira Connection (Genevieve Lenard #16),Estelle Ryan,4.34,820,Self-Help
"Lover Unleashed (Black Dagger Brotherhood, #9)",J.R. Ward,4.27,"93,730",Self-Help
"Succubus Blues (Georgina Kincaid, #1)",Richelle Mead,3.94,"57,079",Biography
"Hannibal (Hannibal Lecter, #3)",Thomas  Harris,3.81,"107,191",Mystery
Matterhorn,Karl Marlantes,4.26,"43,654",Science Fiction
"Gathering Blue (The Giver, #2)",Lois Lowry,3.82,"192,576",Horror
Archibald Finch and the Lost Witches (Archibald Finch #1),Michel Guyon,4.08,541,Historical
Shrines of Gaiety,Kate Atkinson,3.86,"34,053",Young Adult
"Child 44 (Leo Demidov, #1)",Tom Rob Smith,4.1,"85,477",Adventure
"Win (Windsor Horne Lockwood III, #1)",Harlan Coben,4.09,"67,619",Thriller
Never,Ken Follett,4.08,"56,746",Young Adult
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.97,"274,827",Mystery
Just Once,Karen Kingsbury,4.44,"4,237",Thriller
Master of the Game,Sidney Sheldon,4.14,"57,473",Fiction
Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,3.56,"2,001",Young Adult
"The Alexandria Quartet  (The Alexandria Quartet, #1-4)",Lawrence Durrell,4.17,"11,923",Philosophy
The Complete Stories,Flannery O'Connor,4.39,"39,240",Horror
"King of Scars (King of Scars, #1)",Leigh Bardugo,4.16,"201,813",Philosophy
"Lirael (Abhorsen, #2)",Garth Nix,4.29,"118,917",Nonfiction
"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,4.21,"76,496",Science Fiction
Quidditch Through the Ages,Kennilworthy Whisp,3.81,"178,904",Mystery
"The Demon King (Seven Realms, #1)",Cinda Williams Chima,4.16,"76,904",Poetry
The Venice Sketchbook,Rhys Bowen,4.24,"75,777",Fantasy
"America's Daughter (Dancing Soul Trilogy, #2)",Maria Nhambu,4.3,"7,171",Historical
"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",Kathleen Zamboni McCormick,4.28,"3,928",Historical
Fire Prayers: Building Arsenals That Destroy Satanic Kingdoms,John Ramirez,4.28,"4,940",Fiction
"The Final Warning (Maximum Ride, #4)",James Patterson,3.85,"71,456",Thriller
The Source,James A. Michener,4.3,"43,537",Graphic Novel
Ana Rocha: Shadows of Justice,Ammar Habib,4.24,"5,501",Adventure
"The Past (VanWest, #1)",Kenneth   Thomas,3.88,762,Fiction
"One Last Kill (Tracy Crosswhite, #10)",Robert Dugoni,4.49,"17,293",Fiction
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.75,"205,697",Fiction
"The Silence of the Girls (Women of Troy, #1)",Pat Barker,3.9,"91,317",Graphic Novel
Forty-Ninth,Boris Pronsky,4.29,102,Adventure
The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,4.13,"50,331",Self-Help
The Southern Lawyer (Joe Hennessy Legal Thriller #1),Peter O'Mahoney,4.23,"17,237",Self-Help
Less Than Zero,Bret Easton Ellis,3.6,"86,618",Mystery
The Night Tiger,Yangsze Choo,3.86,"60,161",Graphic Novel
The Demigod Files,Rick Riordan,4.03,"111,569",Science Fiction
"The Kill Order (The Maze Runner, #0.4)",James Dashner,3.71,"226,185",Historical
"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,4.03,"243,932",Fiction
"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,4.01,"226,199",Fantasy
Code Name Verity,Elizabeth Wein,4.01,"118,904",Fantasy
Red Storm Rising,Tom Clancy,4.2,"80,094",Nonfiction
"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Sophocles,3.99,"67,125",Philosophy
"A Wind in the Door (Time Quintet, #2)",Madeleine L'Engle,3.99,"127,515",Science Fiction
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,4.1,"225,473",Romance
Never Lie,Freida McFadden,4.11,"539,323",Historical
"Smaragdgrün (Edelstein-Trilogie, #3)",Kerstin Gier,4.2,"100,928",Thriller
"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan,4.16,"195,036",Biography
An American Beauty,Shana Abe,4.17,"13,113",Poetry
Medea,Euripides,3.93,"76,554",Young Adult
"The Foxhole Court (All for the Game, #1)",Nora Sakavic,4.02,"80,727",Nonfiction
Bossypants,Tina Fey,3.96,"1,006,932",Philosophy
The Girl Who Loved Tom Gordon,Stephen King,3.63,"162,676",Poetry
The Song of Achilles,Madeline Miller,4.33,"1,497,226",Adventure
"The Survival Rule (A Rain City Legal Thriller, Book 3)",Stephen Penner,4.17,"1,875",Fiction
The Lottery and Other Stories,Shirley Jackson,4.03,"77,747",Science Fiction
My Name Is Red,Orhan Pamuk,3.87,"56,561",Horror
Portnoy’s Complaint,Philip Roth,3.71,"68,552",Romance
"The Screaming Staircase (Lockwood & Co., #1)",Jonathan Stroud,4.24,"62,671",Adventure
"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,4.36,"149,154",Romance
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,3.94,"72,517",Fantasy
"Hunt Them Down (Pierce Hunt, #1)",Simon Gervais,4.26,"10,285",Fiction
"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",Kody Keplinger,3.8,"193,531",Romance
"War and Remembrance (The Henry Family, #2)",Herman Wouk,4.42,"37,397",Poetry
A Storm of Infinite Beauty,Julianne MacLean,4.34,"12,286",Philosophy
"After (After, #1)",Anna Todd,3.71,"330,647",Horror
Toe to Toe (Nonie Broussard Ghost Tracker Series),Deborah Leblanc,4.22,"5,645",Horror
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.65,"134,401",Adventure
Pompeii: A Novel,Robert   Harris,3.86,"46,141",Self-Help
The Collected Poems of W.B. Yeats,W.B. Yeats,4.23,"38,825",Science Fiction
"A Thousand Boy Kisses (A Thousand Boy Kisses, #1)",Tillie Cole,4.08,"299,509",Fantasy
The Locked Door,Freida McFadden,4.08,"254,658",Fantasy
"Lady, in Waiting (The Tudor Court #3)",Karen Heenan,4.33,509,Poetry
"Boy of Chaotic Making (Whimbrel House, #3)",Charlie N. Holmberg,4.33,"5,532",Historical
Katherine,Anya Seton,4.2,"33,585",Self-Help
"Golden Son (Red Rising Saga, #2)",Pierce Brown,4.47,"265,763",Science Fiction
"Crossroads and the Himalayan Crystals (Crossroads, #1)",C. Toni Graham,4.33,"11,018",Fiction
NOS4A2,Joe Hill,4.08,"129,200",Graphic Novel
L'Écume des jours,Boris Vian,3.93,"37,502",Graphic Novel
Nineteen Steps,Millie Bobby Brown,3.72,"10,642",Poetry
