title,author,genre,publication_year,isbn
A Silver Wolf Christmas (Silver Town Wolf),Terry Spear,Romance,0,1492609501
A Bad Boy for Christmas (Second Chance),Jessica Lemmon,Romance,0,1455558109
All Wrapped Up (A Pine Mountain Novel),Kimberly Kincaid,Romance,0,1420137719
Candlelight Christmas (The Lakeshore Chronicles),Susan Wiggs,Romance,0,077831667X
Christmas for Juliet,Elyse Douglas,Romance,0,1492854530
Modogamous,Karen E. Martin,Romance,0,098440614X
My Kind of Christmas (A Virgin River Novel),Robyn Carr,Romance,0,778313859
A Christmas to Remember,Jenny Hale,Romance,0,1909490679
The Christmas Cat,Melody Carlson,Romance,0,800719662
"Kiss Me in Christmas (Christmas, Colorado)",Debbie Mason,Romance,0,1455588067
Charming Christmas,Carly Alexander,Romance,0,1496706501
One Enchanted Moment (Puffin Island),Sarah Morgan,Romance,0,373788606
An O'Brien Family Christmas (A Chesapeake Shores Novel),Sherryl Woods,Romance,0,778313913
The Christmas Pearl,Dorothea Benton Frank,Romance,0,61438480
The Lodge on Holly Road (Life in Icicle Falls),Sheila Roberts,Romance,0,778316610
Unwrapped (Hunk for the Holidays),Katie Lane,Romance,0,1455551899
Christmas in Snowflake Canyon (Hqn),Raeanne Thayne,Romance,0,373778155
The Sunflower,Richard Paul Evans,Romance,0,743287029
The Christmas Family (The Buchanons),Linda Goodnight,Romance,0,373879938
Christmas Letters,Debbie Macomber,Romance,0,778323498
Merry Ex-Mas (Life in Icicle Falls),Sheila Roberts,Romance,0,778314707
The Christmas Wedding,James Patterson,Romance,0,446571768
All I Want for Christmas is a Cowboy,Jennifer Ryan,Romance,0,62284738
The Spinster's Christmas (Lady Wynwood series) (Volume 1),Camille Elliot,Romance,0,1942225032
Yule Be Mine,Lori Foster,Romance,0,1420139061
Weaving the Strands (Rosemont),Barbara Hinske,Romance,0,1499182120
Promise Me,Richard Paul Evans,Romance,0,1439150036
The Road to Grace (The Walk),Richard Paul Evans,Romance,0,1451628188
Rancher for the Holidays (Love Inspired Large Print),Myra Johnson,Romance,0,373818750
The Lopsided Christmas Cake,Wanda E. Brunstetter,Romance,0,1630582867
Penelope's Hope (Regency Silhouettes) (Volume 1),Sarah Baughman,Romance,0,692527117
The Christmas Cradle (Seasons of the Heart),Charlotte Hubbard,Romance,0,142013311X
Fire and Ice (Wild at Heart),Mary Connealy,Romance,0,764211803
The Gift (The Prairie State Friends),Wanda E. Brunstetter,Romance,0,1616260823
A Voice in the Wind (Mark of the Lion),Francine Rivers,Romance,0,1414375492
Taken,Dee Henderson,Romance,0,076421571X
The Butterfly and the Violin (A Hidden Masterpiece Novel),Kristy Cambron,Romance,0,1401690599
The Road to Grace (The Walk),Richard Paul Evans,Romance,0,1451628285
Miles to Go (The Walk),Richard Paul Evans,Romance,0,1476718636
Beside Still Waters Words Of Comfort For The Soul,Charles H. Spurgeon,Romance,0,785206787
A Harvest of Hope (Song of Blessing) (Volume 2),Lauraine Snelling,Romance,0,764211056
Song of the Meadowlark (Intertwined) (Volume 1),Sherri Wilson Johnson,Romance,0,1514799685
Refining Fire (Brides of Seattle),Tracie Peterson,Romance,0,764210629
A Reluctant Bride (An Amish of Birch Creek Novel),Kathleen Fuller,Romance,0,718033159
Miriam and the Stranger (Land of Promise),Jerry S. Eicher,Romance,0,736958835
To Everything a Season (Song of Blessing) (Volume 1),Lauraine Snelling,Romance,0,764211048
Anna's Healing (Plain and Simple Miracles),Vannetta Chapman,Romance,0,736956034
The Restoration (The Prairie State Friends),Wanda E. Brunstetter,Romance,0,162416711X
Redeeming Love,Francine Rivers,Romance,0,B004SODZ9W
The Amish Midwife (Lancaster Courtships),Patricia Davids,Romance,0,037387992X
Now and Forever (Wild at Heart),Mary Connealy,Romance,0,076421179X
The Bishop's Son (The Amish of Bee County),Kelly Irvin,Romance,0,310339545
The Forgotten Recipe (An Amish Heirloom Novel),Amy Clipston,Romance,0,031034199X
Mermaid Moon (A Sunset Cove Novel),Colleen Coble,Romance,0,1401690289
Where Secrets Sleep,Marta Perry,Romance,0,373779607
The Inn at Ocean's Edge (A Sunset Cove Novel),Colleen Coble,Romance,0,1401690262
The Witnesses (Lancaster Burning),Linda Byler,Romance,0,1561488224
A View from There,Angela Slaughter,Romance,0,1681426560
Steadfast Heart (Brides of Seattle) (Volume 1),Tracie Peterson,Romance,0,764210610
Loving (Bailey Flanigan Series),Karen Kingsbury,Romance,0,310276357
The Amish Heart of Ice Mountain,Kelly Long,Romance,0,1420135481
Undetected,Dee Henderson,Romance,0,764212435
Rising Darkness (Finding Sanctuary),Nancy Mehl,Romance,0,764211595
A Season of Love (Kauffman Amish Bakery Series),Amy Clipston,Romance,0,310344158
Redemption (Spirit of the Amish),Beth Shriver,Romance,0,162998602X
The Amish Mother (Lancaster Courtships),Rebecca Kertz,Romance,0,373879865
The Half-Stitched Amish Quilting Club,Wanda E. Brunstetter,Romance,0,1602608113
The Amish Bride (Lancaster Courtships),Emma Miller,Romance,0,373879806
Murder Freshly Baked (An Amish Village Mystery),Vannetta Chapman,Romance,0,310322170
The Bridesmaid (Home to Hickory Hollow),Beverly Lewis,Romance,0,764209787
Breath of Spring (Seasons of the Heart),Charlotte Hubbard,Romance,0,1420133071
An Amish Christmas Quilt,Charlotte Hubbard,Romance,0,1617735566
Brightest and Best (Amish Turns of Time),Olivia Newport,Romance,0,1628366338
A Dream of Home (Hearts of the Lancaster Grand Hotel),Amy Clipston,Romance,0,031033585X
Birdhouse (Amish of Jamesport V3),Laura Hilton,Romance,0,1629115665
"The Guardian (Home to Hickory Hollow, Book 3)",Beverly Lewis,Romance,0,764209795
Huckleberry Hearts (The Matchmakers of Huckleberry Hill),Jennifer Beckstrand,Romance,0,1420136534
A Place of Peace (Kauffman Amish Bakery),Amy Clipston,Romance,0,310319951
The Love Letters,Beverly Lewis,Romance,0,764213210
Davey's Daughter (Lancaster Burning),Linda Byler,Romance,0,156148802X
"The Secret (Seasons of Grace, Book 1) (Volume 1)",Beverly Lewis,Romance,0,764205714
Summer of Secrets (Seasons of the Heart),Charlotte Hubbard,Romance,0,1420121693
Love's Abundant Harvest (Spirit of the Amish),Beth Shriver,Romance,0,1629980080
An Amish Buggy Ride,Sarah Price,Romance,0,1477826181
Murder Simply Brewed (An Amish Village Mystery),Vannetta Chapman,Romance,0,310326168
The Amish Nanny (The Women of Lancaster County),Mindy Starns Clark,Romance,0,736938613
An Amish Man of Ice Mountain,Kelly Long,Romance,0,1420135465
An Amish Cradle,Beth Wiseman,Romance,0,052911867X
Huckleberry Harvest (The Matchmakers of Huckleberry Hill),Jennifer Beckstrand,Romance,0,1420136518
The Brides Of Lancaster County,Wanda E. Brunstetter,Romance,0,1620291584
The Amish Midwife (The Women of Lancaster County),Mindy Starns Clark,Romance,0,736937986
A Mother's Secret (Hearts of the Lancaster Grand Hotel),Amy Clipston,Romance,0,310335817
The Amish Bride of Ice Mountain,Kelly Long,Romance,0,1420135449
Courting Emily (A Wells Landing Romance),Amy Lillard,Romance,0,1420134558
A Blessing for Miriam (Land of Promise),Jerry S. Eicher,Romance,0,736958819
Huckleberry Christmas (The Matchmakers of Huckleberry Hill),Jennifer Beckstrand,Romance,0,1420133608
Plain Peace (A Daughters of the Promise Novel),Beth Wiseman,Romance,0,718036409
"The Longing (The Courtship of Nellie Fisher, Book 3)",Beverly Lewis,Romance,0,764203126
A SISTER'S HOPE (SISTERS OF HOLMES COUNTY),Wanda E. Brunstetter,Romance,0,1620291762
Lorie's Heart (A Wells Landing Romance),Amy Lillard,Romance,0,1420134574
The Amish Groom (The Men of Lancaster County),Mindy Starns Clark,Romance,0,736957340
Murder Tightly Knit (An Amish Village Mystery),Vannetta Chapman,Romance,0,310325692
Caroline's Secret (A Wells Landing Romance),Amy Lillard,Romance,0,1420134531
Amish Sweethearts (Neighbors of Lancaster County),Leslie Gould,Romance,0,764215248
Huckleberry Hill (The Matchmakers of Huckleberry Hill),Jennifer Beckstrand,Romance,0,142013356X
An An Amish Country Christmas,Charlotte Hubbard,Romance,0,1420131885
The Half-Stitched Amish Quilting Club Trilogy,Wanda E. Brunstetter,Romance,0,1630588849
Snowmageddon,Dave Jackson,Romance,0,1939445000
The Wedding Chapel,Rachel Hauck,Romance,0,310341523
The Goodbye Bride (A Summer Harbor Novel),Denise Hunter,Romance,0,718023730
"Stranded (Alaskan Courage, Book 3)",Dani Pettrey,Romance,0,764209841
Christmas in Hiding (Love Inspired Suspense),Cate Nolan,Romance,0,373447019
Even Now (Lost Love Series),Karen Kingsbury,Romance,0,310337836
Silenced (Alaskan Courage) (Volume 4),Dani Pettrey,Romance,0,764211951
Danger in the Shadows (Prequel to The O'Malley Series),Dee Henderson,Romance,0,1414310552
A Doctor for the Nanny (Lone Star Cowboy League),Leigh Bale,Romance,0,373879911
The Wonder of You (Christiansen Family),Susan May Warren,Romance,0,1414378459
Perfect Alibi (Love Inspired Suspense),Melody Carlson,Romance,0,373446977
Married 'til Monday (A Chapel Springs Romance),Denise Hunter,Romance,0,1401687067
"Summer (Sunrise Series-Baxter 3, Book 2)",Karen Kingsbury,Romance,0,084238748X
Casting The First Stone,Kimberla Lawson Roby,Romance,0,758201796
The Uncommitted (a novel),Margaret M. Goss,Romance,0,1595984283
"Sunset (Sunrise Series-Baxter 3, Book 4)",Karen Kingsbury,Romance,0,842387587
Lizzy and   Jane,Katherine Reay,Romance,0,1401689736
A Fall of Marigolds,Susan Meissner,Romance,0,1633892271
Take a Chance on Me (Christiansen Family Series),Susan May Warren,Romance,0,1414378416
Christy,Catherine Marshall,Romance,0,380001411
"Waiting for Morning (Forever Faithful, Book 1)",Karen Kingsbury,Romance,0,1590520203
On Every Side,Karen Kingsbury,Romance,0,1590527526
A Moment of Weakness (Forever Faithful),Karen Kingsbury,Romance,0,1601428480
Where the River Ends,Charles Martin,Romance,0,767926994
The Marshal's Runaway Witness (Love Inspired Suspense),Diane Burke,Romance,0,373447000
Summer in Sweetland Complete Series,Anne Baxter Campbell,Romance,0,1622085639
Christmas Undercover (Echo Mountain),Hope White,Romance,0,373446985
Seagrass Pier (The Hope Beach Series),Colleen Coble,Romance,0,1595547843
The Rapture of Canaan,Sheri Reynolds,Romance,0,425162443
My Brother's Crown (Cousins of the Dove),Mindy Starns Clark,Romance,0,736962883
"Halfway to Forever (Forever Faithful, Book 3)",Karen Kingsbury,Romance,0,157673899X
A Husband for Christmas (Love Inspired),Gail Gaymer Martin,Romance,0,373879873
"Against All Odds (Heroes of Quantico Series, Book 1) (Volume 1)",Irene Hannon,Romance,0,080073310X
A Time to Embrace (Timeless Love Series),Karen Kingsbury,Romance,0,1595546898
"Someday (Sunrise Series-Baxter 3, Book 3)",Karen Kingsbury,Romance,0,842387498
A Texas Christmas Wish (Love Inspired Large Print),Jolene Navarro,Romance,0,373818688
"Without a Trace (Rock Harbor, Book 1)",Colleen Coble,Romance,0,1595543163
"In Harm's Way (Heroes of Quantico Series, Book 3) (Volume 3)",Irene Hannon,Romance,0,800733126
Submerged (Mountain Cove),Elizabeth Goddard,Romance,0,373446993
Tidewater Inn (The Hope Beach Series),Colleen Coble,Romance,0,1595547819
Smitten Book Club (Thorndike Press Large Print Christian Fiction),Colleen Coble,Romance,0,1410468143
"Into the Deep (Rock Harbor, Book 3)",Colleen Coble,Romance,0,159554318X
"The O'Malley Chronicles, Vol. 2 (O'Malley Series)",Dee Henderson,Romance,0,1590524306
Barefoot Summer (A Chapel Springs Romance),Denise Hunter,Romance,0,1401687008
Saving Frank Casey,Bill Finnegan,Romance,0,1932762965
"An Eye for an Eye (Heroes of Quantico Series, Book 2) (Volume 2)",Irene Hannon,Romance,0,800733118
"Dating, Dining, and Desperation (A Dear Daphne Novel)",Melody Carlson,Romance,0,1433679310
Her Christmas Hero (Home to Dover),Lorraine Beatty,Romance,0,373879954
The Rancher's Second Chance (Martin's Crossing),Brenda Minton,Romance,0,373879792
For Such a Time,Kate Breslin,Romance,0,764211609
A Lady at Willowgrove Hall (Whispers On The Moors),Sarah E. Ladd,Romance,0,1401688373
The Heiress of Winterwood (Whispers On The Moors),Sarah E. Ladd,Romance,0,1401688357
The Headmistress of Rosemere (Whispers On The Moors),Sarah E. Ladd,Romance,0,1401688365
The Pilgrim,Davis Bunn,Romance,0,1616368659
Remember Tuesday Morning,Karen Kingsbury,Romance,0,310334144
Easy Prey (Love Inspired Large Print Suspense),Lisa Phillips,Romance,0,373677057
A Light to My Path (Refiner's Fire) (Volume 3),Lynn Austin,Romance,0,764211927
A Sparrow in Terezin (A Hidden Masterpiece Novel),Kristy Cambron,Romance,0,1401690610
The Girl From the Train,Irma Joubert,Romance,0,529102374
Eve's Daughters,Lynn Austin,Romance,0,764221957
Fire by Night (Refiner's Fire) (Volume 2),Lynn Austin,Romance,0,764211919
To Whisper Her Name (A Belle Meade Plantation Novel),Tamera Alexander,Romance,0,310291062
The Silent Governess,Julie Klassen,Romance,0,764207075
Until the Dawn,Elizabeth Camden,Romance,0,764217208
"Israel, My Beloved",Kay Arthur,Romance,0,736903704
Dangerous Inheritance (Love Inspired Large Print Suspense),Barbara Warren,Romance,0,373676700
Promise Me This,Cathy Gohlke,Romance,0,1414353073
A Most Inconvenient Marriage,Regina Jennings,Romance,0,764211404
Candle in the Darkness (Refiner's Fire) (Volume 1),Lynn Austin,Romance,0,764211900
The Maid of Fairbourne Hall,Julie Klassen,Romance,0,764207091
After a Fashion,Jen Turano,Romance,0,764212753
Her Holiday Protector (Men of Millbrook Lake),Lenora Worth,Romance,0,373446969
Escape from America,Wallace Henley,Romance,0,929292405
The Girl in the Gatehouse,Julie Klassen,Romance,0,764207083
Caught in the Middle,Regina Jennings,Romance,0,764209922
At Love's Bidding,Regina Jennings,Romance,0,764211412
Against the Tide,Elizabeth Camden,Romance,0,764210238
A Tailor-Made Bride,Karen Witemeyer,Romance,0,764207555
Mail-Order Marriage (Stick-With-Me Notes),Mary Davis,Romance,0,1634092732
Lady of Milkweed Manor,Julie Klassen,Romance,0,764204793
A Match of Wits,Jen Turano,Romance,0,764211277
The Heart of the Family (Eliot Family Trilogy),Elizabeth Goudge,Romance,0,161970076X
A Lasting Impression (A Belmont Mansion Novel),Tamera Alexander,Romance,0,764206222
Whispers in the Reading Room (The Chicago World's Fair Mystery Series),Shelley Shepard Gray,Romance,0,310338492
A Beauty So Rare (A Belmont Mansion Novel),Tamera Alexander,Romance,0,764206230
Daisies Are Forever,Liz Tolsma,Romance,0,1401689124
"Beyond a Doubt (Rock Harbor, Book 2)",Colleen Coble,Romance,0,1595543171
"Good-Bye, Lover",Rachel Britz,Romance,0,1620205467
"A Heart for Home (Home to Blessing, Book 3) (Volume 3)",Lauraine Snelling,Romance,0,764206117
Cold Shot (Chesapeake Valor),Dani Pettrey,Romance,0,764211978
Sabotaged (Alaskan Courage) (Volume 5),Dani Pettrey,Romance,0,076421196X
A Heart's Home (A Journey of the Heart),Colleen Coble,Romance,0,718031695
The Witness,Dee Henderson,Romance,0,1414308124
Shattered (Alaskan Courage) (Volume 2),Dani Pettrey,Romance,0,764209833
Submerged (Alaskan Courage) (Volume 1),Dani Pettrey,Romance,0,764209825
Nowhere to Turn (Hidden Identity),Lynette Eason,Romance,0,800722094
Midnight on the Mississippi (Secrets of the South Mysteries),Mary Ellis,Romance,0,736961690
"True Devotion (Uncommon Heroes, Book 1)",Dee Henderson,Romance,0,1414310625
The Patmos Deception,Davis Bunn,Romance,0,764211390
Kidnapped,Dee Henderson,Romance,0,1414323638
"True Valor (Uncommon Heroes, Book 2)",Dee Henderson,Romance,0,1414310633
Witness Undercover (Love Inspired Large Print Suspense),Debra Cowan,Romance,0,373676808
Proof of Innocence (Capitol K-9 Unit),Lenora Worth,Romance,0,373446845
"Private Justice (Newpointe 911, Book 1)",Terri Blackstock,Romance,0,310217571
By Your Side (Crisis Team),Candace Calvert,Romance,0,1414390327
Trail of Evidence (Capitol K-9 Unit),Lynette Eason,Romance,0,373676778
Drawing Fire (Cold Case Justice),Janice Cantore,Romance,0,1414396686
Duty Bound Guardian (Capitol K-9 Unit),Terri Reed,Romance,0,373446608
"True Honor (Uncommon Heroes, Book 3)",Dee Henderson,Romance,0,1414310641
Good Sam,Dete Meserve,Romance,0,615966349
Border Danger,Alice Wootson,Romance,0,1515161250
Redeeming Love,Francine Rivers,Romance,0,1601420617
Tried and True (Wild at Heart) (Volume 1),Mary Connealy,Romance,0,764211781
"Love Comes Softly (Love Comes Softly Series, Book 1) (Volume 1)",Janette Oke,Romance,0,764228323
Where Courage Calls (Return to the Canadian West) (Volume 1),Janette Oke,Romance,0,764212311
A Daddy for Christmas (Christmas in Eden Valley),Linda Ford,Romance,0,037328330X
Stealing the Preacher,Karen Witemeyer,Romance,0,764209663
"Remembered (Fountain Creek Chronicles, Book 3) (Volume 3)",Tamera Alexander,Romance,0,764201107
"Rekindled (Fountain Creek Chronicles, Book 1)",Tamera Alexander,Romance,0,764201085
A Suitor for Jenny (A Rocky Creek Romance),Margaret Brownley,Romance,0,1595548106
Chasing the Sun (Land of the Lone Star) (Volume 1),Tracie Peterson,Romance,0,076420615X
Her Cowboy Deputy (Wyoming Legacy),Lacy Williams,Romance,0,373283326
A Place to Belong (Wild West Wind) (Volume 3),Lauraine Snelling,Romance,0,764204173
Wolf Creek Widow (Love Inspired Historical),Penny Richards,Romance,0,373283261
Touching the Sky (Land of the Lone Star) (Volume 2),Tracie Peterson,Romance,0,764206168
A Log Cabin Christmas Collection,Margaret Brownley,Romance,0,1616264780
Fired Up (Trouble in Texas) (Volume 2),Mary Connealy,Romance,0,764209159
Butterfly Palace,Colleen Coble,Romance,0,1595547835
To Win Her Heart,Karen Witemeyer,Romance,0,764207571
Waiting for Morning (The Brides Of Last Chance Ranch Series),Margaret Brownley,Romance,0,1595549706
Carolina's Courage,Elizabeth Yates,Romance,0,890844828
The Colonel's Lady,Laura Frantz,Romance,0,080073341X
Petticoat Detective (Undercover Ladies),Margaret Brownley,Romance,0,1628366265
Out of Control (The Kincaid Brides Book 1),Mary Connealy,Romance,0,764209116
Taming the Wind (Land of the Lone Star) (Volume 3),Tracie Peterson,Romance,0,764206176
A Bride at Last,Melissa Jagears,Romance,0,764211706
Redeeming Love,Francine Rivers,Romance,0,1782640312
Whispers in the Wind (Wild West Wind) (Volume 2),Lauraine Snelling,Romance,0,764204165
"Waiting for Spring (Westward Winds, Bk 2)",Amanda Cabot,Romance,0,800734602
A Reunion for the Rancher (Lone Star Cowboy League),Brenda Minton,Romance,0,373879857
All Things Hidden,Tracie Peterson,Romance,0,764211196
Lonestar Angel (Lonestar Series),Colleen Coble,Romance,0,1595542698
A Love of Her Own (Heart of the West -3),Maggie Brendan,Romance,0,800733517
Wagon Train Proposal (Journey West),Renee Ryan,Romance,0,373283148
Lassoed in Texas Trilogy,Mary Connealy,Romance,0,1616262168
Sophie's Daughters Trilogy,Mary Connealy,Romance,0,1616266996
